trade_id,order_id,user_id,asset_id,side,execution_price,executed_qty,fee_inr,slippage_pct,executed_at
TRD_802537,ORD_502537,USR_HFT_005,BTC,SELL,6900246.8234,0.0105,36.2263,0.0,2026-08-22 05:53:17.000000
TRD_802538,ORD_502538,USR_HFT_005,BTC,BUY,6900246.8234,0.0105,36.2263,0.0,2026-08-22 05:53:20.430055
TRD_800189,ORD_500189,USR_RET_007,BTC,BUY,6905076.0303,0.014,193.3421,0.0009,2026-08-22 06:00:00.000000
TRD_801645,ORD_501645,USR_HFT_003,BTC,BUY,6897487.2766,0.0079,27.2451,0.0,2026-08-22 06:01:09.000000
TRD_802059,ORD_502059,USR_HFT_004,BTC,BUY,6886578.2938,0.0088,30.3009,0.0,2026-08-22 06:33:32.000000
TRD_800925,ORD_500925,USR_HFT_001,BTC,SELL,6889333.4762,0.0102,35.1356,0.0,2026-08-22 06:39:38.000000
TRD_801252,ORD_501252,USR_HFT_002,BTC,SELL,6889333.4762,0.0097,33.4133,0.0,2026-08-22 07:01:08.000000
TRD_801283,ORD_501283,USR_HFT_002,BTC,SELL,6945983.919,0.0135,46.8854,0.0,2026-08-22 07:30:58.000000
TRD_800571,ORD_500571,USR_SYS_004,BTC,BUY,6944595.0,0.0546,379.1749,0.0002,2026-08-22 07:45:00.000000
TRD_801745,ORD_501745,USR_HFT_003,BTC,SELL,6945983.919,0.0096,33.3407,0.0,2026-08-22 08:13:35.000000
TRD_801997,ORD_501997,USR_HFT_004,BTC,BUY,6943206.081,0.0127,44.0894,0.0,2026-08-22 08:20:58.000000
TRD_801596,ORD_501596,USR_HFT_003,BTC,BUY,6937983.8557,0.0036,12.4884,0.0,2026-08-22 08:45:07.000000
TRD_801753,ORD_501753,USR_HFT_003,BTC,SELL,6940759.6043,0.0044,15.2697,0.0,2026-08-22 08:54:09.000000
TRD_800359,ORD_500359,USR_RET_014,BTC,BUY,6953622.9735,0.0072,100.1322,0.0013,2026-08-22 10:21:00.000000
TRD_802008,ORD_502008,USR_HFT_004,BTC,BUY,6846826.7357,0.0077,26.3603,0.0,2026-08-22 10:33:46.000000
TRD_800869,ORD_500869,USR_SYS_010,BTC,BUY,6848196.375,0.0218,149.2907,0.0002,2026-08-22 10:45:00.000000
TRD_801902,ORD_501902,USR_HFT_004,BTC,SELL,6849566.0143,0.0084,28.7682,0.0,2026-08-22 10:52:06.000000
TRD_801668,ORD_501668,USR_HFT_003,BTC,BUY,6846826.7357,0.0032,10.9549,0.0,2026-08-22 10:53:23.000000
TRD_800151,ORD_500151,USR_RET_006,BTC,SELL,6831075.8841,0.0095,129.7904,0.0025,2026-08-22 11:12:00.000000
TRD_802227,ORD_502227,USR_HFT_004,BTC,SELL,6858890.4688,0.0033,11.3172,0.0,2026-08-22 12:01:11.000000
TRD_801017,ORD_501017,USR_HFT_001,BTC,BUY,6856147.4612,0.0089,30.5099,0.0,2026-08-22 12:17:14.000000
TRD_802273,ORD_502273,USR_HFT_005,BTC,BUY,6856147.4612,0.0118,40.4513,0.0,2026-08-22 12:18:37.000000
TRD_801649,ORD_501649,USR_HFT_003,BTC,SELL,6858890.4688,0.0101,34.6374,0.0,2026-08-22 12:28:43.000000
TRD_801850,ORD_501850,USR_HFT_003,BTC,BUY,6838724.4115,0.0121,41.3743,0.0,2026-08-22 12:35:58.000000
TRD_801057,ORD_501057,USR_HFT_001,BTC,BUY,6838724.4115,0.0059,20.1742,0.0,2026-08-22 12:43:10.000000
TRD_802512,ORD_502512,USR_HFT_005,BTC,SELL,6841460.4485,0.0062,21.2085,0.0,2026-08-22 12:43:13.000000
TRD_801131,ORD_501131,USR_HFT_001,BTC,BUY,6838724.4115,0.0092,31.4581,0.0,2026-08-22 12:53:36.000000
TRD_800157,ORD_500157,USR_RET_006,BTC,BUY,6864032.7535,0.0142,194.9385,0.0035,2026-08-22 13:18:00.000000
TRD_801455,ORD_501455,USR_HFT_002,BTC,SELL,6834500.3017,0.0088,30.0718,0.0,2026-08-22 13:58:52.000000
TRD_801515,ORD_501515,USR_HFT_003,BTC,SELL,6834500.3017,0.0069,23.579,0.0,2026-08-22 14:14:36.000000
TRD_800271,ORD_500271,USR_RET_011,BTC,SELL,6809756.1358,0.0068,92.6127,0.0015,2026-08-22 14:31:00.000000
TRD_800390,ORD_500390,USR_RET_015,BTC,BUY,6825442.1039,0.0189,258.0017,0.0008,2026-08-22 15:17:00.000000
TRD_801298,ORD_501298,USR_HFT_002,BTC,SELL,6821350.1122,0.0119,40.587,0.0,2026-08-22 15:24:50.000000
TRD_801398,ORD_501398,USR_HFT_002,BTC,SELL,6813738.4752,0.0046,15.6716,0.0,2026-08-22 15:30:10.000000
TRD_802287,ORD_502287,USR_HFT_005,BTC,BUY,6811013.5248,0.0081,27.5846,0.0,2026-08-22 15:32:35.000000
TRD_801700,ORD_501700,USR_HFT_003,BTC,SELL,6813738.4752,0.0054,18.3971,0.0,2026-08-22 16:05:19.000000
TRD_801503,ORD_501503,USR_HFT_003,BTC,BUY,6811013.5248,0.0045,15.3248,0.0,2026-08-22 16:06:10.000000
TRD_801085,ORD_501085,USR_HFT_001,BTC,BUY,6824641.5686,0.0085,29.0047,0.0,2026-08-22 16:36:14.000000
TRD_802245,ORD_502245,USR_HFT_005,BTC,SELL,6842442.1098,0.0123,42.081,0.0,2026-08-22 17:44:25.000000
TRD_801004,ORD_501004,USR_HFT_001,BTC,SELL,6842442.1098,0.004,13.6849,0.0,2026-08-22 17:48:03.000000
TRD_800382,ORD_500382,USR_RET_015,BTC,SELL,6819182.4585,0.0485,661.4607,0.0032,2026-08-22 18:10:00.000000
TRD_800295,ORD_500295,USR_RET_011,BTC,BUY,7124978.4616,0.0965,1375.1208,0.0415,2026-08-22 18:19:00.000000
TRD_800234,ORD_500234,USR_RET_009,BTC,BUY,6851670.9429,0.0463,634.4647,0.0017,2026-08-22 18:40:00.000000
TRD_801205,ORD_501205,USR_HFT_002,BTC,BUY,6838674.8614,0.0122,41.7159,0.0,2026-08-22 18:43:04.000000
TRD_800123,ORD_500123,USR_RET_005,BTC,BUY,6831857.4209,0.0078,106.577,0.0025,2026-08-22 20:05:00.000000
TRD_801129,ORD_501129,USR_HFT_001,BTC,SELL,6816183.3341,0.0036,12.2691,0.0,2026-08-22 20:14:52.000000
TRD_800805,ORD_500805,USR_SYS_009,BTC,BUY,6812626.455,0.039,265.6924,0.0002,2026-08-22 20:45:00.000000
TRD_800553,ORD_500553,USR_SYS_004,BTC,BUY,6812626.455,0.0269,183.2597,0.0002,2026-08-22 20:45:00.000000
TRD_802055,ORD_502055,USR_HFT_004,BTC,SELL,6813988.9803,0.0135,45.9944,0.0,2026-08-22 20:59:50.000000
TRD_802218,ORD_502218,USR_HFT_004,BTC,SELL,6813988.9803,0.0137,46.6758,0.0,2026-08-22 21:10:52.000000
TRD_800042,ORD_500042,USR_RET_002,BTC,SELL,6794913.6262,0.0075,101.9237,0.0026,2026-08-22 21:17:00.000000
TRD_801780,ORD_501780,USR_HFT_003,BTC,BUY,6838620.8872,0.0058,19.832,0.0,2026-08-22 22:12:44.000000
TRD_802257,ORD_502257,USR_HFT_005,BTC,SELL,6841356.8828,0.0124,42.4164,0.0,2026-08-22 22:21:20.000000
TRD_802553,ORD_502553,USR_HFT_005,BTC,BUY,6838620.8872,0.0079,27.0126,0.0,2026-08-22 22:29:30.000000
TRD_801982,ORD_501982,USR_HFT_004,BTC,SELL,6840471.7058,0.0135,46.1732,0.0,2026-08-22 22:55:17.000000
TRD_800145,ORD_500145,USR_RET_006,BTC,SELL,6819954.3941,0.0219,298.714,0.0028,2026-08-22 23:01:00.000000
TRD_801966,ORD_501966,USR_HFT_004,BTC,SELL,6840471.7058,0.0052,17.7852,0.0,2026-08-22 23:24:08.000000
TRD_801368,ORD_501368,USR_HFT_002,BTC,BUY,6837736.0642,0.0084,28.7185,0.0,2026-08-22 23:24:56.000000
TRD_801466,ORD_501466,USR_HFT_002,BTC,SELL,6838688.0741,0.0091,31.116,0.0,2026-08-22 23:50:14.000000
TRD_800038,ORD_500038,USR_RET_002,BTC,BUY,6855097.6436,0.0205,281.059,0.0026,2026-08-23 00:17:00.000000
TRD_801314,ORD_501314,USR_HFT_002,BTC,SELL,6838688.0741,0.0113,38.6386,0.0,2026-08-23 00:17:16.000000
TRD_800613,ORD_500613,USR_SYS_005,BTC,BUY,6851515.125,0.025,171.2879,0.0002,2026-08-23 00:45:00.000000
TRD_802555,ORD_502555,USR_HFT_005,BTC,BUY,6850144.822,0.0026,8.9052,0.0,2026-08-23 01:16:04.000000
TRD_801442,ORD_501442,USR_HFT_002,BTC,SELL,6843452.9819,0.0123,42.0872,0.0,2026-08-23 01:33:25.000000
TRD_802418,ORD_502418,USR_HFT_005,BTC,SELL,6843452.9819,0.0063,21.5569,0.0,2026-08-23 01:34:19.000000
TRD_800481,ORD_500481,USR_SYS_002,BTC,BUY,6842084.565,0.0274,187.4731,0.0002,2026-08-23 01:45:00.000000
TRD_802532,ORD_502532,USR_HFT_005,BTC,BUY,6840716.1481,0.0101,34.5456,0.0,2026-08-23 01:53:48.000000
TRD_800935,ORD_500935,USR_HFT_001,BTC,BUY,6840716.1481,0.0117,40.0182,0.0,2026-08-23 01:59:29.000000
TRD_801818,ORD_501818,USR_HFT_003,BTC,BUY,6840716.1481,0.0142,48.5691,0.0,2026-08-23 02:22:12.000000
TRD_800515,ORD_500515,USR_SYS_003,BTC,BUY,6801756.885,0.0553,376.1372,0.0002,2026-08-23 02:45:00.000000
TRD_800928,ORD_500928,USR_HFT_001,BTC,BUY,6800396.5336,0.0023,7.8205,0.0,2026-08-23 02:56:40.000000
TRD_800353,ORD_500353,USR_RET_013,BTC,BUY,6811959.5203,0.0513,698.907,0.0015,2026-08-23 03:05:00.000000
TRD_802398,ORD_502398,USR_HFT_005,BTC,BUY,6800396.5336,0.0054,18.3611,0.0,2026-08-23 03:23:58.000000
TRD_801049,ORD_501049,USR_HFT_001,BTC,BUY,6812938.8996,0.0039,13.2852,0.0,2026-08-23 03:57:19.000000
TRD_802277,ORD_502277,USR_HFT_005,BTC,BUY,6812938.8996,0.0065,22.1421,0.0,2026-08-23 04:00:27.000000
TRD_801436,ORD_501436,USR_HFT_002,BTC,BUY,6812938.8996,0.0143,48.7125,0.0,2026-08-23 04:25:49.000000
TRD_802300,ORD_502300,USR_HFT_005,BTC,BUY,6819767.0787,0.0133,45.3515,0.0,2026-08-23 04:43:32.000000
TRD_801674,ORD_501674,USR_HFT_003,BTC,SELL,6822495.5313,0.011,37.5237,0.0,2026-08-23 05:27:14.000000
TRD_802460,ORD_502460,USR_HFT_005,BTC,SELL,6842652.7819,0.0067,22.9229,0.0,2026-08-23 05:36:21.000000
TRD_800545,ORD_500545,USR_SYS_003,BTC,BUY,6841284.525,0.0475,324.961,0.0002,2026-08-23 05:45:00.000000
TRD_800779,ORD_500779,USR_SYS_008,BTC,BUY,6841284.525,0.0592,405.004,0.0002,2026-08-23 05:45:00.000000
TRD_801571,ORD_501571,USR_HFT_003,BTC,SELL,6842652.7819,0.0134,45.8458,0.0,2026-08-23 05:46:51.000000
TRD_801315,ORD_501315,USR_HFT_002,BTC,BUY,6839916.2681,0.0085,29.0696,0.0,2026-08-23 05:55:45.000000
TRD_800213,ORD_500213,USR_RET_008,BTC,BUY,6846073.4242,0.0795,1088.5257,0.0007,2026-08-23 06:08:00.000000
TRD_801579,ORD_501579,USR_HFT_003,BTC,BUY,6839916.2681,0.0032,10.9439,0.0,2026-08-23 06:18:16.000000
TRD_801770,ORD_501770,USR_HFT_003,BTC,BUY,6839916.2681,0.0051,17.4418,0.0,2026-08-23 06:20:19.000000
TRD_800887,ORD_500887,USR_SYS_010,BTC,BUY,6831340.665,0.0404,275.9862,0.0002,2026-08-23 06:45:00.000000
TRD_801942,ORD_501942,USR_HFT_004,BTC,BUY,6829974.3969,0.0077,26.2954,0.0,2026-08-23 07:20:23.000000
TRD_802241,ORD_502241,USR_HFT_004,BTC,SELL,6832706.9331,0.005,17.0818,0.0,2026-08-23 07:28:15.000000
TRD_800907,ORD_500907,USR_HFT_001,BTC,BUY,6806754.8717,0.0147,50.0296,0.0,2026-08-23 08:31:36.000000
TRD_802063,ORD_502063,USR_HFT_004,BTC,SELL,6809478.1183,0.0052,17.7046,0.0,2026-08-23 08:32:13.000000
TRD_800527,ORD_500527,USR_SYS_003,BTC,BUY,6808116.495,0.0229,155.9059,0.0002,2026-08-23 08:45:00.000000
TRD_802614,ORD_502614,USR_HFT_005,BTC,BUY,6806754.8717,0.0087,29.6094,0.0,2026-08-23 09:14:22.000000
TRD_801829,ORD_501829,USR_HFT_003,BTC,BUY,6777921.1446,0.0127,43.0398,0.0,2026-08-23 09:39:57.000000
TRD_801202,ORD_501202,USR_HFT_002,BTC,BUY,6777921.1446,0.0102,34.5674,0.0,2026-08-23 10:10:45.000000
TRD_800987,ORD_500987,USR_HFT_001,BTC,BUY,6777921.1446,0.0047,15.9281,0.0,2026-08-23 10:13:25.000000
TRD_801115,ORD_501115,USR_HFT_001,BTC,SELL,6780632.8554,0.0121,41.0228,0.0,2026-08-23 10:18:58.000000
TRD_800327,ORD_500327,USR_RET_012,BTC,BUY,6740146.2575,0.0088,118.6266,0.0014,2026-08-23 10:53:00.000000
TRD_802591,ORD_502591,USR_HFT_005,BTC,SELL,6735926.991,0.0112,37.7212,0.0,2026-08-23 11:36:13.000000
TRD_801872,ORD_501872,USR_HFT_003,BTC,BUY,6733233.159,0.014,47.1326,0.0,2026-08-23 11:44:49.000000
TRD_801646,ORD_501646,USR_HFT_003,BTC,BUY,6733233.159,0.0043,14.4765,0.0,2026-08-23 11:45:06.000000
TRD_802298,ORD_502298,USR_HFT_005,BTC,BUY,6733233.159,0.005,16.8331,0.0,2026-08-23 12:19:52.000000
TRD_800155,ORD_500155,USR_RET_006,BTC,SELL,6714523.0692,0.009,120.8614,0.0018,2026-08-23 12:46:00.000000
TRD_800073,ORD_500073,USR_RET_003,BTC,BUY,6734030.2991,0.0347,467.3417,0.0011,2026-08-23 12:54:00.000000
TRD_802499,ORD_502499,USR_HFT_005,BTC,BUY,6767700.5541,0.0042,14.2122,0.0,2026-08-23 14:05:27.000000
TRD_801886,ORD_501886,USR_HFT_003,BTC,BUY,6773318.2954,0.0053,17.9493,0.0,2026-08-23 14:41:11.000000
TRD_802489,ORD_502489,USR_HFT_005,BTC,BUY,6773318.2954,0.0026,8.8053,0.0,2026-08-23 14:56:41.000000
TRD_800231,ORD_500231,USR_RET_009,BTC,SELL,6756381.6123,0.006,81.0766,0.0027,2026-08-23 15:08:00.000000
TRD_802385,ORD_502385,USR_HFT_005,BTC,BUY,6773318.2954,0.0061,20.6586,0.0,2026-08-23 15:08:59.000000
TRD_802507,ORD_502507,USR_HFT_005,BTC,BUY,6773318.2954,0.0026,8.8053,0.0,2026-08-23 15:26:24.000000
TRD_802447,ORD_502447,USR_HFT_005,BTC,SELL,6776028.1646,0.0046,15.5849,0.0,2026-08-23 15:29:43.000000
TRD_800463,ORD_500463,USR_SYS_002,BTC,BUY,6795945.975,0.0241,163.7823,0.0002,2026-08-23 15:45:00.000000
TRD_801567,ORD_501567,USR_HFT_003,BTC,BUY,6794586.7858,0.0072,24.4605,0.0,2026-08-23 15:50:45.000000
TRD_801357,ORD_501357,USR_HFT_002,BTC,SELL,6797305.1642,0.003,10.196,0.0,2026-08-23 15:52:23.000000
TRD_802140,ORD_502140,USR_HFT_004,BTC,BUY,6794586.7858,0.0057,19.3646,0.0,2026-08-23 15:58:37.000000
TRD_801618,ORD_501618,USR_HFT_003,BTC,SELL,6797305.1642,0.0142,48.2609,0.0,2026-08-23 16:15:35.000000
TRD_801693,ORD_501693,USR_HFT_003,BTC,SELL,6797305.1642,0.0132,44.8622,0.0,2026-08-23 16:21:02.000000
TRD_802510,ORD_502510,USR_HFT_005,BTC,BUY,6794586.7858,0.013,44.1648,0.0,2026-08-23 16:26:27.000000
TRD_801612,ORD_501612,USR_HFT_003,BTC,BUY,6840656.8649,0.008,27.3626,0.0,2026-08-23 16:40:38.000000
TRD_801468,ORD_501468,USR_HFT_002,BTC,SELL,6843393.6751,0.0058,19.8458,0.0,2026-08-23 16:58:24.000000
TRD_802148,ORD_502148,USR_HFT_004,BTC,BUY,6840656.8649,0.01,34.2033,0.0,2026-08-23 17:19:44.000000
TRD_802234,ORD_502234,USR_HFT_004,BTC,SELL,6843393.6751,0.0028,9.5808,0.0,2026-08-23 17:22:34.000000
TRD_802516,ORD_502516,USR_HFT_005,BTC,BUY,6840656.8649,0.0028,9.5769,0.0,2026-08-23 17:23:31.000000
TRD_801672,ORD_501672,USR_HFT_003,BTC,BUY,6840656.8649,0.0106,36.2555,0.0,2026-08-23 17:25:37.000000
TRD_800641,ORD_500641,USR_SYS_005,BTC,BUY,6832731.0,0.0535,365.5511,0.0002,2026-08-23 17:45:00.000000
TRD_800473,ORD_500473,USR_SYS_002,BTC,BUY,6832731.0,0.0257,175.6012,0.0002,2026-08-23 17:45:00.000000
TRD_802188,ORD_502188,USR_HFT_004,BTC,BUY,6831364.4538,0.0058,19.811,0.0,2026-08-23 18:17:58.000000
TRD_801212,ORD_501212,USR_HFT_002,BTC,BUY,6831364.4538,0.012,40.9882,0.0,2026-08-23 18:21:14.000000
TRD_802328,ORD_502328,USR_HFT_005,BTC,SELL,6859025.9009,0.006,20.5771,0.0,2026-08-23 18:39:03.000000
TRD_801273,ORD_501273,USR_HFT_002,BTC,BUY,6856282.8391,0.0051,17.4835,0.0,2026-08-23 18:47:40.000000
TRD_801182,ORD_501182,USR_HFT_002,BTC,SELL,6859025.9009,0.004,13.7181,0.0,2026-08-23 18:55:37.000000
TRD_801854,ORD_501854,USR_HFT_003,BTC,SELL,6859025.9009,0.0053,18.1764,0.0,2026-08-23 19:25:10.000000
TRD_802204,ORD_502204,USR_HFT_004,BTC,SELL,6832327.1922,0.0118,40.3107,0.0,2026-08-23 19:54:56.000000
TRD_802464,ORD_502464,USR_HFT_005,BTC,SELL,6829683.1685,0.0124,42.344,0.0,2026-08-23 20:31:14.000000
TRD_801944,ORD_501944,USR_HFT_004,BTC,SELL,6829683.1685,0.0122,41.6611,0.0,2026-08-23 20:54:23.000000
TRD_801974,ORD_501974,USR_HFT_004,BTC,BUY,6826951.8415,0.0094,32.0867,0.0,2026-08-23 21:02:36.000000
TRD_800039,ORD_500039,USR_RET_002,BTC,BUY,6863508.451,0.0506,694.5871,0.0016,2026-08-23 21:37:00.000000
TRD_800129,ORD_500129,USR_RET_005,BTC,BUY,6858026.4155,0.0257,352.5026,0.0008,2026-08-23 21:42:00.000000
TRD_801621,ORD_501621,USR_HFT_003,BTC,SELL,6853914.8889,0.0111,38.0392,0.0,2026-08-23 22:06:55.000000
TRD_801246,ORD_501246,USR_HFT_002,BTC,BUY,6851173.8711,0.0031,10.6193,0.0,2026-08-23 22:23:28.000000
TRD_802270,ORD_502270,USR_HFT_005,BTC,SELL,6831478.3075,0.0028,9.5641,0.0,2026-08-23 22:40:07.000000
TRD_800717,ORD_500717,USR_SYS_007,BTC,BUY,6830112.285,0.055,375.6562,0.0002,2026-08-23 22:45:00.000000
TRD_802272,ORD_502272,USR_HFT_005,BTC,BUY,6828746.2625,0.0123,41.9968,0.0,2026-08-23 22:47:14.000000
TRD_800139,ORD_500139,USR_RET_005,BTC,SELL,6820550.1278,0.0325,443.3358,0.0014,2026-08-23 22:55:00.000000
TRD_802579,ORD_502579,USR_HFT_005,BTC,BUY,6828746.2625,0.0082,27.9979,0.0,2026-08-23 23:05:46.000000
TRD_801059,ORD_501059,USR_HFT_001,BTC,BUY,6828746.2625,0.007,23.9006,0.0,2026-08-23 23:25:43.000000
TRD_800572,ORD_500572,USR_SYS_004,BTC,SELL,6844765.23,0.0546,373.7242,0.0004,2026-08-23 23:30:00.000000
TRD_802119,ORD_502119,USR_HFT_004,BTC,SELL,6846134.183,0.008,27.3845,0.0,2026-08-24 00:06:46.000000
TRD_801064,ORD_501064,USR_HFT_001,BTC,SELL,6846490.9094,0.0076,26.0167,0.0,2026-08-24 00:40:59.000000
TRD_801663,ORD_501663,USR_HFT_003,BTC,BUY,6843752.8606,0.0148,50.6438,0.0,2026-08-24 01:26:05.000000
TRD_801925,ORD_501925,USR_HFT_004,BTC,SELL,6851411.6083,0.0044,15.0731,0.0,2026-08-24 01:33:32.000000
TRD_802231,ORD_502231,USR_HFT_004,BTC,SELL,6851411.6083,0.0071,24.3225,0.0,2026-08-24 01:40:40.000000
TRD_802240,ORD_502240,USR_HFT_004,BTC,BUY,6848671.5917,0.0112,38.3526,0.0,2026-08-24 01:42:13.000000
TRD_801809,ORD_501809,USR_HFT_003,BTC,BUY,6848671.5917,0.0039,13.3549,0.0,2026-08-24 01:42:59.000000
TRD_801011,ORD_501011,USR_HFT_001,BTC,SELL,6851411.6083,0.0084,28.7759,0.0,2026-08-24 01:48:02.000000
TRD_802183,ORD_502183,USR_HFT_004,BTC,SELL,6851411.6083,0.0067,22.9522,0.0,2026-08-24 02:00:34.000000
TRD_801098,ORD_501098,USR_HFT_001,BTC,SELL,6851411.6083,0.0148,50.7004,0.0,2026-08-24 02:03:44.000000
TRD_801905,ORD_501905,USR_HFT_004,BTC,BUY,6848671.5917,0.0057,19.5187,0.0,2026-08-24 02:12:18.000000
TRD_802285,ORD_502285,USR_HFT_005,BTC,SELL,6851411.6083,0.0094,32.2016,0.0,2026-08-24 02:13:47.000000
TRD_800870,ORD_500870,USR_SYS_010,BTC,SELL,6888240.855,0.0218,150.1637,0.0004,2026-08-24 02:30:00.000000
TRD_800319,ORD_500319,USR_RET_012,BTC,BUY,6897195.5681,0.0105,144.8411,0.0013,2026-08-24 03:20:00.000000
TRD_802440,ORD_502440,USR_HFT_005,BTC,SELL,6889618.5032,0.0033,11.3679,0.0,2026-08-24 03:25:28.000000
TRD_800146,ORD_500146,USR_RET_006,BTC,SELL,6859946.629,0.0164,225.0062,0.0011,2026-08-24 03:48:00.000000
TRD_801525,ORD_501525,USR_HFT_003,BTC,SELL,6868874.3802,0.0068,23.3542,0.0,2026-08-24 03:58:38.000000
TRD_800945,ORD_500945,USR_HFT_001,BTC,SELL,6868874.3802,0.0074,25.4148,0.0,2026-08-24 04:11:29.000000
TRD_801111,ORD_501111,USR_HFT_001,BTC,BUY,6866127.3798,0.0029,9.9559,0.0,2026-08-24 04:20:19.000000
TRD_801112,ORD_501112,USR_HFT_001,BTC,SELL,6866127.3798,0.0029,9.9559,0.0,2026-08-24 04:20:21.149073
TRD_801550,ORD_501550,USR_HFT_003,BTC,BUY,6866127.3798,0.0058,19.9118,0.0,2026-08-24 04:24:21.000000
TRD_801344,ORD_501344,USR_HFT_002,BTC,BUY,6878083.1082,0.0119,40.9246,0.0,2026-08-24 04:30:23.000000
TRD_801825,ORD_501825,USR_HFT_003,BTC,SELL,6880834.8918,0.007,24.0829,0.0,2026-08-24 05:14:06.000000
TRD_801052,ORD_501052,USR_HFT_001,BTC,BUY,6873260.8229,0.0075,25.7747,0.0,2026-08-24 05:37:53.000000
TRD_801928,ORD_501928,USR_HFT_004,BTC,SELL,6876010.6771,0.0083,28.5354,0.0,2026-08-24 06:01:32.000000
TRD_802571,ORD_502571,USR_HFT_005,BTC,BUY,6806244.3288,0.0114,38.7956,0.0,2026-08-24 06:31:48.000000
TRD_801500,ORD_501500,USR_HFT_003,BTC,SELL,6808967.3712,0.0097,33.0235,0.0,2026-08-24 06:40:51.000000
TRD_800665,ORD_500665,USR_SYS_006,BTC,BUY,6807605.85,0.0405,275.708,0.0002,2026-08-24 06:45:00.000000
TRD_801495,ORD_501495,USR_HFT_002,BTC,SELL,6808967.3712,0.013,44.2583,0.0,2026-08-24 06:49:56.000000
