order_id,user_id,asset_id,side,order_type,stop_price,target_price,requested_qty,status,created_at
ORD_502227,USR_HFT_004,BTC,SELL,LIMIT,,,0.0033,FILLED,2026-08-22 12:01:11.000000
ORD_501017,USR_HFT_001,BTC,BUY,LIMIT,,,0.0089,FILLED,2026-08-22 12:17:14.000000
ORD_502273,USR_HFT_005,BTC,BUY,LIMIT,,,0.0118,FILLED,2026-08-22 12:18:37.000000
ORD_501649,USR_HFT_003,BTC,SELL,LIMIT,,,0.0101,FILLED,2026-08-22 12:28:43.000000
ORD_501850,USR_HFT_003,BTC,BUY,LIMIT,,,0.0121,FILLED,2026-08-22 12:35:58.000000
ORD_501057,USR_HFT_001,BTC,BUY,LIMIT,,,0.0059,FILLED,2026-08-22 12:43:10.000000
ORD_502512,USR_HFT_005,BTC,SELL,LIMIT,,,0.0062,FILLED,2026-08-22 12:43:13.000000
ORD_501131,USR_HFT_001,BTC,BUY,LIMIT,,,0.0092,FILLED,2026-08-22 12:53:36.000000
ORD_500157,USR_RET_006,BTC,BUY,MARKET,,,0.0142,FILLED,2026-08-22 13:18:00.000000
ORD_501455,USR_HFT_002,BTC,SELL,LIMIT,,,0.0088,FILLED,2026-08-22 13:58:52.000000
ORD_501515,USR_HFT_003,BTC,SELL,LIMIT,,,0.0069,FILLED,2026-08-22 14:14:36.000000
ORD_500271,USR_RET_011,BTC,SELL,MARKET,,,0.0068,FILLED,2026-08-22 14:31:00.000000
ORD_500390,USR_RET_015,BTC,BUY,MARKET,,,0.0189,FILLED,2026-08-22 15:17:00.000000
ORD_501298,USR_HFT_002,BTC,SELL,LIMIT,,,0.0119,FILLED,2026-08-22 15:24:50.000000
ORD_501398,USR_HFT_002,BTC,SELL,LIMIT,,,0.0046,FILLED,2026-08-22 15:30:10.000000
ORD_502287,USR_HFT_005,BTC,BUY,LIMIT,,,0.0081,FILLED,2026-08-22 15:32:35.000000
ORD_501700,USR_HFT_003,BTC,SELL,LIMIT,,,0.0054,FILLED,2026-08-22 16:05:19.000000
ORD_501503,USR_HFT_003,BTC,BUY,LIMIT,,,0.0045,FILLED,2026-08-22 16:06:10.000000
ORD_501085,USR_HFT_001,BTC,BUY,LIMIT,,,0.0085,FILLED,2026-08-22 16:36:14.000000
ORD_502245,USR_HFT_005,BTC,SELL,LIMIT,,,0.0123,FILLED,2026-08-22 17:44:25.000000
ORD_501004,USR_HFT_001,BTC,SELL,LIMIT,,,0.004,FILLED,2026-08-22 17:48:03.000000
ORD_500382,USR_RET_015,BTC,SELL,MARKET,,,0.0485,FILLED,2026-08-22 18:10:00.000000
ORD_500295,USR_RET_011,BTC,BUY,MARKET,,,0.0965,FILLED,2026-08-22 18:19:00.000000
ORD_500234,USR_RET_009,BTC,BUY,MARKET,,,0.0463,FILLED,2026-08-22 18:40:00.000000
ORD_501205,USR_HFT_002,BTC,BUY,LIMIT,,,0.0122,FILLED,2026-08-22 18:43:04.000000
ORD_500123,USR_RET_005,BTC,BUY,MARKET,,,0.0078,FILLED,2026-08-22 20:05:00.000000
ORD_501129,USR_HFT_001,BTC,SELL,LIMIT,,,0.0036,FILLED,2026-08-22 20:14:52.000000
ORD_500805,USR_SYS_009,BTC,BUY,LIMIT,6471995.1322,7493889.1005,0.039,FILLED,2026-08-22 20:45:00.000000
ORD_500553,USR_SYS_004,BTC,BUY,LIMIT,6471995.1322,7493889.1005,0.0269,FILLED,2026-08-22 20:45:00.000000
ORD_502055,USR_HFT_004,BTC,SELL,LIMIT,,,0.0135,FILLED,2026-08-22 20:59:50.000000
ORD_502218,USR_HFT_004,BTC,SELL,LIMIT,,,0.0137,FILLED,2026-08-22 21:10:52.000000
ORD_500042,USR_RET_002,BTC,SELL,MARKET,,,0.0075,FILLED,2026-08-22 21:17:00.000000
ORD_501780,USR_HFT_003,BTC,BUY,LIMIT,,,0.0058,FILLED,2026-08-22 22:12:44.000000
ORD_502257,USR_HFT_005,BTC,SELL,LIMIT,,,0.0124,FILLED,2026-08-22 22:21:20.000000
ORD_502553,USR_HFT_005,BTC,BUY,LIMIT,,,0.0079,FILLED,2026-08-22 22:29:30.000000
ORD_501982,USR_HFT_004,BTC,SELL,LIMIT,,,0.0135,FILLED,2026-08-22 22:55:17.000000
ORD_500145,USR_RET_006,BTC,SELL,MARKET,,,0.0219,FILLED,2026-08-22 23:01:00.000000
ORD_501966,USR_HFT_004,BTC,SELL,LIMIT,,,0.0052,FILLED,2026-08-22 23:24:08.000000
ORD_501368,USR_HFT_002,BTC,BUY,LIMIT,,,0.0084,FILLED,2026-08-22 23:24:56.000000
ORD_501466,USR_HFT_002,BTC,SELL,LIMIT,,,0.0091,FILLED,2026-08-22 23:50:14.000000
ORD_500038,USR_RET_002,BTC,BUY,MARKET,,,0.0205,FILLED,2026-08-23 00:17:00.000000
ORD_501314,USR_HFT_002,BTC,SELL,LIMIT,,,0.0113,FILLED,2026-08-23 00:17:16.000000
ORD_500613,USR_SYS_005,BTC,BUY,LIMIT,6508939.3687,7536666.6375,0.025,FILLED,2026-08-23 00:45:00.000000
ORD_502555,USR_HFT_005,BTC,BUY,LIMIT,,,0.0026,FILLED,2026-08-23 01:16:04.000000
ORD_501442,USR_HFT_002,BTC,SELL,LIMIT,,,0.0123,FILLED,2026-08-23 01:33:25.000000
ORD_502418,USR_HFT_005,BTC,SELL,LIMIT,,,0.0063,FILLED,2026-08-23 01:34:19.000000
ORD_500481,USR_SYS_002,BTC,BUY,LIMIT,6499980.3367,7526293.0215,0.0274,FILLED,2026-08-23 01:45:00.000000
ORD_502532,USR_HFT_005,BTC,BUY,LIMIT,,,0.0101,FILLED,2026-08-23 01:53:48.000000
ORD_500935,USR_HFT_001,BTC,BUY,LIMIT,,,0.0117,FILLED,2026-08-23 01:59:29.000000
ORD_501818,USR_HFT_003,BTC,BUY,LIMIT,,,0.0142,FILLED,2026-08-23 02:22:12.000000
ORD_500515,USR_SYS_003,BTC,BUY,LIMIT,6461669.0407,7481932.5735,0.0553,FILLED,2026-08-23 02:45:00.000000
ORD_500928,USR_HFT_001,BTC,BUY,LIMIT,,,0.0023,FILLED,2026-08-23 02:56:40.000000
ORD_500353,USR_RET_013,BTC,BUY,MARKET,,,0.0513,FILLED,2026-08-23 03:05:00.000000
ORD_502398,USR_HFT_005,BTC,BUY,LIMIT,,,0.0054,FILLED,2026-08-23 03:23:58.000000
ORD_501049,USR_HFT_001,BTC,BUY,LIMIT,,,0.0039,FILLED,2026-08-23 03:57:19.000000
ORD_502277,USR_HFT_005,BTC,BUY,LIMIT,,,0.0065,FILLED,2026-08-23 04:00:27.000000
ORD_501436,USR_HFT_002,BTC,BUY,LIMIT,,,0.0143,FILLED,2026-08-23 04:25:49.000000
ORD_502300,USR_HFT_005,BTC,BUY,LIMIT,,,0.0133,FILLED,2026-08-23 04:43:32.000000
ORD_501674,USR_HFT_003,BTC,SELL,LIMIT,,,0.011,FILLED,2026-08-23 05:27:14.000000
ORD_502460,USR_HFT_005,BTC,SELL,LIMIT,,,0.0067,FILLED,2026-08-23 05:36:21.000000
ORD_500545,USR_SYS_003,BTC,BUY,LIMIT,6499220.2988,7525412.9775,0.0475,FILLED,2026-08-23 05:45:00.000000
ORD_500779,USR_SYS_008,BTC,BUY,LIMIT,6499220.2988,7525412.9775,0.0592,FILLED,2026-08-23 05:45:00.000000
ORD_501571,USR_HFT_003,BTC,SELL,LIMIT,,,0.0134,FILLED,2026-08-23 05:46:51.000000
ORD_501315,USR_HFT_002,BTC,BUY,LIMIT,,,0.0085,FILLED,2026-08-23 05:55:45.000000
ORD_500213,USR_RET_008,BTC,BUY,MARKET,,,0.0795,FILLED,2026-08-23 06:08:00.000000
ORD_501579,USR_HFT_003,BTC,BUY,LIMIT,,,0.0032,FILLED,2026-08-23 06:18:16.000000
ORD_501770,USR_HFT_003,BTC,BUY,LIMIT,,,0.0051,FILLED,2026-08-23 06:20:19.000000
ORD_500887,USR_SYS_010,BTC,BUY,LIMIT,6489773.6317,7514474.7315,0.0404,FILLED,2026-08-23 06:45:00.000000
ORD_501942,USR_HFT_004,BTC,BUY,LIMIT,,,0.0077,FILLED,2026-08-23 07:20:23.000000
ORD_502241,USR_HFT_004,BTC,SELL,LIMIT,,,0.005,FILLED,2026-08-23 07:28:15.000000
ORD_500907,USR_HFT_001,BTC,BUY,LIMIT,,,0.0147,FILLED,2026-08-23 08:31:36.000000
ORD_502063,USR_HFT_004,BTC,SELL,LIMIT,,,0.0052,FILLED,2026-08-23 08:32:13.000000
ORD_500527,USR_SYS_003,BTC,BUY,LIMIT,6467710.6702,7488928.1445,0.0229,FILLED,2026-08-23 08:45:00.000000
ORD_502614,USR_HFT_005,BTC,BUY,LIMIT,,,0.0087,FILLED,2026-08-23 09:14:22.000000
ORD_501829,USR_HFT_003,BTC,BUY,LIMIT,,,0.0127,FILLED,2026-08-23 09:39:57.000000
ORD_501202,USR_HFT_002,BTC,BUY,LIMIT,,,0.0102,FILLED,2026-08-23 10:10:45.000000
ORD_500987,USR_HFT_001,BTC,BUY,LIMIT,,,0.0047,FILLED,2026-08-23 10:13:25.000000
ORD_501115,USR_HFT_001,BTC,SELL,LIMIT,,,0.0121,FILLED,2026-08-23 10:18:58.000000
ORD_500327,USR_RET_012,BTC,BUY,MARKET,,,0.0088,FILLED,2026-08-23 10:53:00.000000
ORD_502591,USR_HFT_005,BTC,SELL,LIMIT,,,0.0112,FILLED,2026-08-23 11:36:13.000000
ORD_501872,USR_HFT_003,BTC,BUY,LIMIT,,,0.014,FILLED,2026-08-23 11:44:49.000000
ORD_501646,USR_HFT_003,BTC,BUY,LIMIT,,,0.0043,FILLED,2026-08-23 11:45:06.000000
ORD_502298,USR_HFT_005,BTC,BUY,LIMIT,,,0.005,FILLED,2026-08-23 12:19:52.000000
ORD_500155,USR_RET_006,BTC,SELL,MARKET,,,0.009,FILLED,2026-08-23 12:46:00.000000
ORD_500073,USR_RET_003,BTC,BUY,MARKET,,,0.0347,FILLED,2026-08-23 12:54:00.000000
ORD_502499,USR_HFT_005,BTC,BUY,LIMIT,,,0.0042,FILLED,2026-08-23 14:05:27.000000
ORD_501886,USR_HFT_003,BTC,BUY,LIMIT,,,0.0053,FILLED,2026-08-23 14:41:11.000000
ORD_502489,USR_HFT_005,BTC,BUY,LIMIT,,,0.0026,FILLED,2026-08-23 14:56:41.000000
ORD_500231,USR_RET_009,BTC,SELL,MARKET,,,0.006,FILLED,2026-08-23 15:08:00.000000
ORD_502385,USR_HFT_005,BTC,BUY,LIMIT,,,0.0061,FILLED,2026-08-23 15:08:59.000000
ORD_502507,USR_HFT_005,BTC,BUY,LIMIT,,,0.0026,FILLED,2026-08-23 15:26:24.000000
ORD_502447,USR_HFT_005,BTC,SELL,LIMIT,,,0.0046,FILLED,2026-08-23 15:29:43.000000
ORD_500463,USR_SYS_002,BTC,BUY,LIMIT,6456148.6762,7475540.5725,0.0241,FILLED,2026-08-23 15:45:00.000000
ORD_501567,USR_HFT_003,BTC,BUY,LIMIT,,,0.0072,FILLED,2026-08-23 15:50:45.000000
ORD_501357,USR_HFT_002,BTC,SELL,LIMIT,,,0.003,FILLED,2026-08-23 15:52:23.000000
ORD_502140,USR_HFT_004,BTC,BUY,LIMIT,,,0.0057,FILLED,2026-08-23 15:58:37.000000
ORD_501618,USR_HFT_003,BTC,SELL,LIMIT,,,0.0142,FILLED,2026-08-23 16:15:35.000000
ORD_501693,USR_HFT_003,BTC,SELL,LIMIT,,,0.0132,FILLED,2026-08-23 16:21:02.000000
ORD_502510,USR_HFT_005,BTC,BUY,LIMIT,,,0.013,FILLED,2026-08-23 16:26:27.000000
ORD_501612,USR_HFT_003,BTC,BUY,LIMIT,,,0.008,FILLED,2026-08-23 16:40:38.000000
ORD_501468,USR_HFT_002,BTC,SELL,LIMIT,,,0.0058,FILLED,2026-08-23 16:58:24.000000
ORD_502148,USR_HFT_004,BTC,BUY,LIMIT,,,0.01,FILLED,2026-08-23 17:19:44.000000
ORD_502234,USR_HFT_004,BTC,SELL,LIMIT,,,0.0028,FILLED,2026-08-23 17:22:34.000000
ORD_502516,USR_HFT_005,BTC,BUY,LIMIT,,,0.0028,FILLED,2026-08-23 17:23:31.000000
ORD_501672,USR_HFT_003,BTC,BUY,LIMIT,,,0.0106,FILLED,2026-08-23 17:25:37.000000
ORD_500641,USR_SYS_005,BTC,BUY,LIMIT,6491094.45,7516004.1,0.0535,FILLED,2026-08-23 17:45:00.000000
ORD_500473,USR_SYS_002,BTC,BUY,LIMIT,6491094.45,7516004.1,0.0257,FILLED,2026-08-23 17:45:00.000000
ORD_502188,USR_HFT_004,BTC,BUY,LIMIT,,,0.0058,FILLED,2026-08-23 18:17:58.000000
ORD_501212,USR_HFT_002,BTC,BUY,LIMIT,,,0.012,FILLED,2026-08-23 18:21:14.000000
ORD_502328,USR_HFT_005,BTC,SELL,LIMIT,,,0.006,FILLED,2026-08-23 18:39:03.000000
ORD_501273,USR_HFT_002,BTC,BUY,LIMIT,,,0.0051,FILLED,2026-08-23 18:47:40.000000
ORD_501182,USR_HFT_002,BTC,SELL,LIMIT,,,0.004,FILLED,2026-08-23 18:55:37.000000
ORD_501854,USR_HFT_003,BTC,SELL,LIMIT,,,0.0053,FILLED,2026-08-23 19:25:10.000000
ORD_502204,USR_HFT_004,BTC,SELL,LIMIT,,,0.0118,FILLED,2026-08-23 19:54:56.000000
ORD_502464,USR_HFT_005,BTC,SELL,LIMIT,,,0.0124,FILLED,2026-08-23 20:31:14.000000
ORD_501944,USR_HFT_004,BTC,SELL,LIMIT,,,0.0122,FILLED,2026-08-23 20:54:23.000000
ORD_501974,USR_HFT_004,BTC,BUY,LIMIT,,,0.0094,FILLED,2026-08-23 21:02:36.000000
ORD_500039,USR_RET_002,BTC,BUY,MARKET,,,0.0506,FILLED,2026-08-23 21:37:00.000000
ORD_500129,USR_RET_005,BTC,BUY,MARKET,,,0.0257,FILLED,2026-08-23 21:42:00.000000
ORD_501621,USR_HFT_003,BTC,SELL,LIMIT,,,0.0111,FILLED,2026-08-23 22:06:55.000000
ORD_501246,USR_HFT_002,BTC,BUY,LIMIT,,,0.0031,FILLED,2026-08-23 22:23:28.000000
ORD_502270,USR_HFT_005,BTC,SELL,LIMIT,,,0.0028,FILLED,2026-08-23 22:40:07.000000
ORD_500717,USR_SYS_007,BTC,BUY,LIMIT,6488606.6707,7513123.5135,0.055,FILLED,2026-08-23 22:45:00.000000
ORD_502272,USR_HFT_005,BTC,BUY,LIMIT,,,0.0123,FILLED,2026-08-23 22:47:14.000000
ORD_500139,USR_RET_005,BTC,SELL,MARKET,,,0.0325,FILLED,2026-08-23 22:55:00.000000
ORD_502579,USR_HFT_005,BTC,BUY,LIMIT,,,0.0082,FILLED,2026-08-23 23:05:46.000000
ORD_501059,USR_HFT_001,BTC,BUY,LIMIT,,,0.007,FILLED,2026-08-23 23:25:43.000000
ORD_500572,USR_SYS_004,BTC,SELL,MARKET,,,0.0546,FILLED,2026-08-23 23:30:00.000000
ORD_502119,USR_HFT_004,BTC,SELL,LIMIT,,,0.008,FILLED,2026-08-24 00:06:46.000000
ORD_501064,USR_HFT_001,BTC,SELL,LIMIT,,,0.0076,FILLED,2026-08-24 00:40:59.000000
ORD_501663,USR_HFT_003,BTC,BUY,LIMIT,,,0.0148,FILLED,2026-08-24 01:26:05.000000
ORD_501925,USR_HFT_004,BTC,SELL,LIMIT,,,0.0044,FILLED,2026-08-24 01:33:32.000000
ORD_502231,USR_HFT_004,BTC,SELL,LIMIT,,,0.0071,FILLED,2026-08-24 01:40:40.000000
ORD_502240,USR_HFT_004,BTC,BUY,LIMIT,,,0.0112,FILLED,2026-08-24 01:42:13.000000
ORD_501809,USR_HFT_003,BTC,BUY,LIMIT,,,0.0039,FILLED,2026-08-24 01:42:59.000000
ORD_501011,USR_HFT_001,BTC,SELL,LIMIT,,,0.0084,FILLED,2026-08-24 01:48:02.000000
ORD_502183,USR_HFT_004,BTC,SELL,LIMIT,,,0.0067,FILLED,2026-08-24 02:00:34.000000
ORD_501098,USR_HFT_001,BTC,SELL,LIMIT,,,0.0148,FILLED,2026-08-24 02:03:44.000000
ORD_501905,USR_HFT_004,BTC,BUY,LIMIT,,,0.0057,FILLED,2026-08-24 02:12:18.000000
ORD_502285,USR_HFT_005,BTC,SELL,LIMIT,,,0.0094,FILLED,2026-08-24 02:13:47.000000
ORD_500870,USR_SYS_010,BTC,SELL,MARKET,,,0.0218,FILLED,2026-08-24 02:30:00.000000
ORD_500319,USR_RET_012,BTC,BUY,MARKET,,,0.0105,FILLED,2026-08-24 03:20:00.000000
ORD_502440,USR_HFT_005,BTC,SELL,LIMIT,,,0.0033,FILLED,2026-08-24 03:25:28.000000
ORD_500146,USR_RET_006,BTC,SELL,MARKET,,,0.0164,FILLED,2026-08-24 03:48:00.000000
ORD_501525,USR_HFT_003,BTC,SELL,LIMIT,,,0.0068,FILLED,2026-08-24 03:58:38.000000
ORD_500945,USR_HFT_001,BTC,SELL,LIMIT,,,0.0074,FILLED,2026-08-24 04:11:29.000000
ORD_501111,USR_HFT_001,BTC,BUY,LIMIT,,,0.0029,FILLED,2026-08-24 04:20:19.000000
ORD_501112,USR_HFT_001,BTC,SELL,LIMIT,,,0.0029,FILLED,2026-08-24 04:20:21.149073
ORD_501550,USR_HFT_003,BTC,BUY,LIMIT,,,0.0058,FILLED,2026-08-24 04:24:21.000000
ORD_501344,USR_HFT_002,BTC,BUY,LIMIT,,,0.0119,FILLED,2026-08-24 04:30:23.000000
ORD_501825,USR_HFT_003,BTC,SELL,LIMIT,,,0.007,FILLED,2026-08-24 05:14:06.000000
ORD_501052,USR_HFT_001,BTC,BUY,LIMIT,,,0.0075,FILLED,2026-08-24 05:37:53.000000
ORD_501928,USR_HFT_004,BTC,SELL,LIMIT,,,0.0083,FILLED,2026-08-24 06:01:32.000000
ORD_502571,USR_HFT_005,BTC,BUY,LIMIT,,,0.0114,FILLED,2026-08-24 06:31:48.000000
ORD_501500,USR_HFT_003,BTC,SELL,LIMIT,,,0.0097,FILLED,2026-08-24 06:40:51.000000
ORD_500665,USR_SYS_006,BTC,BUY,LIMIT,6467225.5575,7488366.435,0.0405,FILLED,2026-08-24 06:45:00.000000
ORD_501495,USR_HFT_002,BTC,SELL,LIMIT,,,0.013,FILLED,2026-08-24 06:49:56.000000
ORD_501812,USR_HFT_003,BTC,SELL,LIMIT,,,0.003,FILLED,2026-08-24 06:52:24.000000
ORD_502431,USR_HFT_005,BTC,SELL,LIMIT,,,0.0059,FILLED,2026-08-24 07:09:07.000000
ORD_501619,USR_HFT_003,BTC,BUY,LIMIT,,,0.0051,FILLED,2026-08-24 07:52:59.000000
ORD_500114,USR_RET_005,BTC,SELL,MARKET,,,0.0189,FILLED,2026-08-24 08:17:00.000000
ORD_501788,USR_HFT_003,BTC,SELL,LIMIT,,,0.0133,FILLED,2026-08-24 08:20:05.000000
ORD_502423,USR_HFT_005,BTC,BUY,LIMIT,,,0.0148,FILLED,2026-08-24 08:57:08.000000
ORD_500186,USR_RET_007,BTC,BUY,MARKET,,,0.0061,FILLED,2026-08-24 09:03:00.000000
ORD_500357,USR_RET_014,BTC,SELL,MARKET,,,0.0141,FILLED,2026-08-24 09:24:00.000000
ORD_501802,USR_HFT_003,BTC,SELL,LIMIT,,,0.0137,FILLED,2026-08-24 09:29:08.000000
ORD_502121,USR_HFT_004,BTC,SELL,LIMIT,,,0.0112,FILLED,2026-08-24 09:33:27.000000
ORD_500004,USR_RET_001,BTC,SELL,MARKET,,,0.0376,FILLED,2026-08-24 10:05:00.000000
ORD_501830,USR_HFT_003,BTC,BUY,LIMIT,,,0.0096,FILLED,2026-08-24 10:44:17.000000
ORD_501690,USR_HFT_003,BTC,BUY,LIMIT,,,0.0092,FILLED,2026-08-24 11:06:36.000000
ORD_500961,USR_HFT_001,BTC,BUY,LIMIT,,,0.0143,FILLED,2026-08-24 11:43:47.000000
ORD_502038,USR_HFT_004,BTC,SELL,LIMIT,,,0.0139,FILLED,2026-08-24 12:18:28.000000
ORD_500806,USR_SYS_009,BTC,SELL,MARKET,,,0.039,FILLED,2026-08-24 12:30:00.000000
ORD_500554,USR_SYS_004,BTC,SELL,MARKET,,,0.0269,FILLED,2026-08-24 12:30:00.000000
ORD_500214,USR_RET_008,BTC,BUY,MARKET,,,0.0076,FILLED,2026-08-24 12:38:00.000000
ORD_501939,USR_HFT_004,BTC,SELL,LIMIT,,,0.0088,FILLED,2026-08-24 13:59:50.000000
ORD_502123,USR_HFT_004,BTC,BUY,LIMIT,,,0.0057,FILLED,2026-08-24 14:00:02.000000
ORD_502162,USR_HFT_004,BTC,BUY,LIMIT,,,0.0078,FILLED,2026-08-24 14:07:15.000000
ORD_500232,USR_RET_009,BTC,SELL,MARKET,,,0.0063,FILLED,2026-08-24 14:24:00.000000
ORD_501475,USR_HFT_002,BTC,SELL,LIMIT,,,0.0146,FILLED,2026-08-24 14:34:25.000000
ORD_501949,USR_HFT_004,BTC,SELL,LIMIT,,,0.0098,FILLED,2026-08-24 14:58:19.000000
ORD_500101,USR_RET_004,BTC,BUY,MARKET,,,0.0063,FILLED,2026-08-24 15:12:00.000000
ORD_500964,USR_HFT_001,BTC,SELL,LIMIT,,,0.0053,FILLED,2026-08-24 15:27:29.000000
ORD_500276,USR_RET_011,BTC,SELL,MARKET,,,0.0139,FILLED,2026-08-24 15:36:00.000000
ORD_502408,USR_HFT_005,BTC,SELL,LIMIT,,,0.0078,FILLED,2026-08-24 15:40:24.000000
ORD_500785,USR_SYS_008,BTC,BUY,LIMIT,6525667.7715,7556036.367,0.0464,FILLED,2026-08-24 15:45:00.000000
ORD_500807,USR_SYS_009,BTC,BUY,LIMIT,6525667.7715,7556036.367,0.055,FILLED,2026-08-24 15:45:00.000000
ORD_501955,USR_HFT_004,BTC,BUY,LIMIT,,,0.007,FILLED,2026-08-24 15:58:38.000000
ORD_502299,USR_HFT_005,BTC,SELL,LIMIT,,,0.0024,FILLED,2026-08-24 16:12:27.000000
ORD_501536,USR_HFT_003,BTC,BUY,LIMIT,,,0.0067,FILLED,2026-08-24 16:22:14.000000
