asset_id,open_time,open_price,high_price,low_price,close_price,volume
BTC,2026-08-26 19:30:00,6942706.41,6956401.785,6882999.0,6884457.48,1051.14695
BTC,2026-08-26 20:30:00,6884457.48,6917802.51,6870483.33,6904031.025,712.24119
BTC,2026-08-26 21:30:00,6904030.14,6917313.105,6890433.0,6902230.05,600.54786
BTC,2026-08-26 22:30:00,6902229.165,6956365.5,6902229.165,6942190.455,585.12324
BTC,2026-08-26 23:30:00,6942191.34,6960548.01,6927780.885,6944808.285,337.24489
BTC,2026-08-27 00:30:00,6944808.285,6953622.0,6928842.0,6945080.865,466.85134
BTC,2026-08-27 01:30:00,6945080.865,6949170.45,6920700.0,6943005.54,322.22426
BTC,2026-08-27 02:30:00,6943005.54,6977787.81,6937708.815,6967074.885,428.48439
BTC,2026-08-27 03:30:00,6967074.0,6989362.725,6952029.0,6964950.0,931.26213
BTC,2026-08-27 04:30:00,6964950.0,7006909.62,6960879.0,6993601.875,697.0881
BTC,2026-08-27 05:30:00,6993601.875,6994021.365,6964065.885,6964065.885,527.82725
BTC,2026-08-27 06:30:00,6964066.77,6993092.115,6951332.505,6982532.295,520.71745
BTC,2026-08-27 07:30:00,6982533.18,6989553.0,6965358.87,6966521.76,429.02181
BTC,2026-08-27 08:30:00,6966521.76,6990615.0,6959925.855,6976515.18,357.29079
BTC,2026-08-27 09:30:00,6976515.18,6982650.0,6963549.93,6972383.115,181.61392
BTC,2026-08-27 10:30:00,6972383.115,6985128.0,6956100.0,6983760.675,297.32854
BTC,2026-08-27 11:30:00,6983759.79,6983760.675,6956523.03,6975347.865,399.15003
BTC,2026-08-27 12:30:00,6975348.75,6999995.115,6969729.0,6998772.045,345.94116
BTC,2026-08-27 13:30:00,6998772.93,7081947.0,6995748.0,7058405.115,1705.62217
BTC,2026-08-27 14:30:00,7058406.0,7126020.0,7051953.465,7078761.0,1131.87984
BTC,2026-08-27 15:30:00,7078761.0,7093996.275,7021767.0,7046901.0,684.67175
BTC,2026-08-27 16:30:00,7046900.115,7059317.55,7006779.525,7033773.795,621.11446
BTC,2026-08-27 17:30:00,7033772.91,7044246.0,7015041.0,7016484.435,505.96518
BTC,2026-08-27 18:30:00,7016484.435,7041768.0,6984420.0,7038683.775,1143.32188
BTC,2026-08-27 19:30:00,7038684.66,7114338.0,7022870.595,7098058.425,1464.1918
BTC,2026-08-27 20:30:00,7098059.31,7150792.035,7088319.0,7106755.32,1415.34964
BTC,2026-08-27 21:30:00,7106755.32,7135224.0,7096761.015,7113099.0,957.98058
BTC,2026-08-27 22:30:00,7113099.0,7155113.49,7100355.0,7119157.71,973.76075
BTC,2026-08-27 23:30:00,7119158.595,7119158.595,7057848.45,7093336.065,662.82544
BTC,2026-08-28 00:30:00,7093336.065,7106028.735,7069911.0,7072051.815,514.60852
BTC,2026-08-28 01:30:00,7072051.815,7090620.0,7069633.11,7088496.0,282.87253
BTC,2026-08-28 02:30:00,7088496.0,7096284.0,7077852.99,7096284.0,278.41542
BTC,2026-08-28 03:30:00,7096284.0,7118263.86,7093275.0,7106834.085,534.24073
BTC,2026-08-28 04:30:00,7106834.085,7114833.6,7091859.0,7102087.83,329.82531
BTC,2026-08-28 05:30:00,7102088.715,7142425.245,7093628.115,7130976.0,516.59696
BTC,2026-08-28 06:30:00,7130975.115,7210879.995,7118422.275,7124283.63,1463.05089
BTC,2026-08-28 07:30:00,7124283.63,7124283.63,7055487.27,7073460.735,1190.20509
BTC,2026-08-28 08:30:00,7073460.735,7085310.885,7060141.485,7063228.365,530.69453
BTC,2026-08-28 09:30:00,7063227.48,7077389.25,7044937.185,7048477.185,562.86792
BTC,2026-08-28 10:30:00,7048476.3,7068725.1,7040892.735,7052211.0,326.58104
BTC,2026-08-28 11:30:00,7052211.0,7079911.5,7052210.115,7071522.585,359.1323
BTC,2026-08-28 12:30:00,7071522.585,7071522.585,7042242.36,7049910.0,1018.10642
BTC,2026-08-28 13:30:00,7049910.0,7065840.0,7033980.0,7037235.03,526.20796
BTC,2026-08-28 14:30:00,7037234.145,7037235.03,7014459.555,7016739.315,541.74443
BTC,2026-08-28 15:30:00,7016739.315,7042121.115,6991589.385,7041581.265,548.77151
BTC,2026-08-28 16:30:00,7041582.15,7059670.665,7040636.97,7044965.505,394.07937
BTC,2026-08-28 17:30:00,7044964.62,7055871.36,7018590.735,7028762.925,400.05317
BTC,2026-08-28 18:30:00,7028762.04,7047698.385,6994558.56,7020771.375,843.2247
BTC,2026-08-28 19:30:00,7020735.09,7054037.64,6940438.155,7039505.94,2930.13002
BTC,2026-08-28 20:30:00,7039505.94,7065727.605,6930668.64,6932305.005,1255.01594
BTC,2026-08-28 21:30:00,6932305.005,6938754.0,6804588.0,6884278.71,2955.61638
BTC,2026-08-28 22:30:00,6884277.825,6914669.61,6871386.03,6894504.0,722.76014
BTC,2026-08-28 23:30:00,6894504.0,6897291.75,6838395.0,6863529.0,575.36359
BTC,2026-08-29 00:30:00,6863529.0,6885065.475,6847776.0,6865832.655,501.052
BTC,2026-08-29 01:30:00,6865832.655,6868469.955,6841956.24,6850549.59,264.10726
BTC,2026-08-29 02:30:00,6850549.59,6862053.705,6837128.565,6846714.0,392.38715
BTC,2026-08-29 03:30:00,6846714.0,6882928.2,6844767.0,6881644.065,339.14252
BTC,2026-08-29 04:30:00,6881644.065,6889434.72,6871205.49,6889359.495,599.54517
BTC,2026-08-29 05:30:00,6889360.38,6899806.92,6878397.0,6879426.255,321.80979
BTC,2026-08-29 06:30:00,6879426.255,6889662.165,6870368.28,6884778.735,235.06968
BTC,2026-08-29 07:30:00,6884778.735,6887930.22,6866230.905,6873899.43,367.62079
BTC,2026-08-29 08:30:00,6873899.43,6879231.555,6859383.66,6859384.545,238.89187
BTC,2026-08-29 09:30:00,6859384.545,6874562.295,6859384.545,6871928.535,229.90598
BTC,2026-08-29 10:30:00,6871928.535,6877876.62,6867959.31,6870478.905,195.32253
BTC,2026-08-29 11:30:00,6870478.02,6870478.905,6848339.745,6855813.57,305.02922
BTC,2026-08-29 12:30:00,6855814.455,6873972.0,6853263.885,6869901.885,933.89852
BTC,2026-08-29 13:30:00,6869901.885,6870609.0,6857664.105,6870608.115,281.67849
BTC,2026-08-29 14:30:00,6870609.0,6881249.355,6864591.885,6872027.655,212.52791
BTC,2026-08-29 15:30:00,6872026.77,6879282.0,6861051.0,6870712.545,228.16206
BTC,2026-08-29 16:30:00,6870712.545,6878661.615,6865238.82,6866243.295,269.60514
BTC,2026-08-29 17:30:00,6866242.41,6872732.115,6859336.755,6866160.99,316.37633
BTC,2026-08-29 18:30:00,6866160.99,6878397.0,6864011.325,6876832.32,195.58499
BTC,2026-08-29 19:30:00,6876832.32,6916275.0,6873248.955,6904271.745,456.42164
BTC,2026-08-29 20:30:00,6904271.745,6904271.745,6885910.65,6891084.36,314.87544
BTC,2026-08-29 21:30:00,6891084.36,6914543.055,6890458.665,6905404.545,330.48346
BTC,2026-08-29 22:30:00,6905404.545,6911850.0,6893796.0,6911850.0,210.10626
BTC,2026-08-29 23:30:00,6911849.115,6925125.0,6904594.77,6916983.885,252.93546
BTC,2026-08-30 00:30:00,6916983.885,6932205.0,6915289.995,6919107.0,231.34566
BTC,2026-08-30 01:30:00,6919106.115,6929373.0,6913438.575,6914497.92,132.29288
BTC,2026-08-30 02:30:00,6914497.92,6920523.0,6908487.0,6917304.255,132.03751
BTC,2026-08-30 03:30:00,6917303.37,6924186.9,6910611.0,6923208.09,298.22816
BTC,2026-08-30 04:30:00,6923207.205,6928107.45,6919815.0,6923355.0,326.0928
BTC,2026-08-30 05:30:00,6923355.0,6932205.0,6916024.545,6918917.61,185.20224
BTC,2026-08-30 06:30:00,6918917.61,6919815.0,6902470.77,6910212.75,257.05271
BTC,2026-08-30 07:30:00,6910211.865,6918754.77,6904304.49,6912381.885,119.64466
BTC,2026-08-30 08:30:00,6912381.0,6923682.45,6908840.115,6915804.18,254.40453
BTC,2026-08-30 09:30:00,6915804.18,6922470.0,6902115.0,6912712.875,215.53426
BTC,2026-08-30 10:30:00,6912711.99,6921939.0,6912711.99,6914302.335,161.29313
BTC,2026-08-30 11:30:00,6914303.22,6930497.835,6912387.195,6927810.09,208.68022
BTC,2026-08-30 12:30:00,6927810.09,6928777.395,6913443.0,6913443.0,137.5055
BTC,2026-08-30 13:30:00,6913443.0,6921338.97,6906009.0,6909549.885,143.67594
BTC,2026-08-30 14:30:00,6909549.885,6913519.995,6901761.0,6903000.885,165.26795
BTC,2026-08-30 15:30:00,6903000.885,6915858.165,6899680.365,6915858.165,168.30514
BTC,2026-08-30 16:30:00,6915858.165,6924417.0,6913364.235,6917691.0,172.04094
BTC,2026-08-30 17:30:00,6917690.115,6978296.685,6917690.115,6972477.81,814.10982
BTC,2026-08-30 18:30:00,6972477.81,6988558.26,6955227.39,6979110.0,488.8202
BTC,2026-08-30 19:30:00,6979110.885,6986715.69,6966897.0,6972358.335,439.32977
BTC,2026-08-30 20:30:00,6972357.45,6983795.19,6958401.0,6975891.255,553.82108
BTC,2026-08-30 21:30:00,6975890.37,7026900.0,6969375.0,7021406.805,667.56388
BTC,2026-08-30 22:30:00,7021406.805,7021406.805,6971574.225,6993360.27,460.72685
BTC,2026-08-30 23:30:00,6993360.27,7007606.115,6971676.0,6994747.065,293.7787
BTC,2026-08-31 00:30:00,6994746.18,6995213.46,6966895.23,6978790.515,232.19118
BTC,2026-08-31 01:30:00,6978790.515,6985436.865,6941783.355,6955863.705,294.2134
BTC,2026-08-31 02:30:00,6955862.82,6967938.645,6923339.07,6960790.5,461.41088
BTC,2026-08-31 03:30:00,6960790.5,6974154.0,6927780.0,6940347.885,390.42367
BTC,2026-08-31 04:30:00,6940347.885,6943179.0,6814500.0,6874857.0,1800.4274
BTC,2026-08-31 05:30:00,6874857.0,6919451.265,6853121.4,6897428.04,711.43379
BTC,2026-08-31 06:30:00,6897427.155,6902383.155,6864509.58,6871223.19,567.26058
BTC,2026-08-31 07:30:00,6871222.305,6903000.0,6849192.0,6856448.115,573.39934
BTC,2026-08-31 08:30:00,6856449.0,6891672.0,6849369.0,6881468.835,278.92536
BTC,2026-08-31 09:30:00,6881467.95,6882566.235,6855106.455,6869571.78,550.02773
BTC,2026-08-31 10:30:00,6869572.665,6916875.03,6859989.0,6904416.0,511.92091
BTC,2026-08-31 11:30:00,6904416.885,6916874.145,6890978.16,6911307.495,968.0221
BTC,2026-08-31 12:30:00,6911308.38,6931546.56,6906009.885,6920346.885,716.03378
BTC,2026-08-31 13:30:00,6920346.885,6949187.265,6901407.0,6945550.8,782.74546
BTC,2026-08-31 14:30:00,6945549.915,6973977.0,6938076.975,6948226.155,624.76686
BTC,2026-08-31 15:30:00,6948226.155,6967782.0,6931046.535,6965835.885,576.71834
BTC,2026-08-31 16:30:00,6965836.77,6965836.77,6929727.0,6930915.555,482.35572
BTC,2026-08-31 17:30:00,6930915.555,6951131.61,6874241.04,6896839.515,816.61258
BTC,2026-08-31 18:30:00,6896840.4,6927957.0,6877932.375,6891264.015,1083.2716
BTC,2026-08-31 19:30:00,6891264.015,6963794.19,6880574.1,6956112.39,1368.66274
BTC,2026-08-31 20:30:00,6956270.805,6971844.15,6921788.55,6954367.17,1119.65651
BTC,2026-08-31 21:30:00,6954368.055,6981276.48,6949374.0,6959601.945,576.26452
BTC,2026-08-31 22:30:00,6959601.945,6993257.61,6946719.0,6982416.36,604.69852
BTC,2026-08-31 23:30:00,6982415.475,7010262.0,6971962.74,6992916.0,473.51591
BTC,2026-09-01 00:30:00,6992916.885,7013625.0,6978395.805,6982478.31,423.46335
BTC,2026-09-01 01:30:00,6982478.31,7006722.0,6972412.32,6979527.72,366.68341
BTC,2026-09-01 02:30:00,6979528.605,6997794.12,6967801.47,6988342.32,404.71113
BTC,2026-09-01 03:30:00,6988343.205,6992900.955,6954268.05,6955493.775,346.21313
BTC,2026-09-01 04:30:00,6955493.775,6955534.485,6938843.385,6954444.165,376.54265
BTC,2026-09-01 05:30:00,6954445.05,6982650.885,6952737.0,6960702.0,522.70913
BTC,2026-09-01 06:30:00,6960702.0,6973622.115,6936260.955,6939339.87,440.9443
BTC,2026-09-01 07:30:00,6939339.87,6943493.175,6919808.805,6942824.115,524.89493
BTC,2026-09-01 08:30:00,6942824.115,6980349.0,6938415.93,6963092.385,542.2064
BTC,2026-09-01 09:30:00,6963092.385,6983985.465,6960875.46,6967349.235,444.12648
BTC,2026-09-01 10:30:00,6967349.235,7011023.985,6967349.235,7007429.115,546.96321
BTC,2026-09-01 11:30:00,7007429.115,7007429.115,6968966.13,6968967.015,464.70536
BTC,2026-09-01 12:30:00,6968967.015,6974331.0,6947250.0,6958964.745,405.713
BTC,2026-09-01 13:30:00,6958964.745,6961233.885,6887070.0,6892670.28,939.11065
BTC,2026-09-01 14:30:00,6892670.28,6908508.24,6884076.93,6895477.5,951.34245
BTC,2026-09-01 15:30:00,6895477.5,6920346.0,6881644.065,6905625.795,423.94155
BTC,2026-09-01 16:30:00,6905625.795,6920923.02,6893265.0,6911758.845,337.44732
BTC,2026-09-01 17:30:00,6911757.96,6916806.0,6880167.885,6903354.0,474.45626
BTC,2026-09-01 18:30:00,6903354.885,6920877.0,6859635.0,6909371.115,1285.21254
BTC,2026-09-01 19:30:00,6909372.0,6940524.0,6907602.0,6917867.115,800.55583
BTC,2026-09-01 20:30:00,6917868.0,6918017.565,6878893.485,6895836.81,560.10608
BTC,2026-09-01 21:30:00,6895837.695,6900876.0,6842643.0,6867246.885,692.23833
BTC,2026-09-01 22:30:00,6867246.885,6878331.51,6835839.12,6838022.415,484.76204
BTC,2026-09-01 23:30:00,6838022.415,6842788.14,6763170.0,6828120.15,1485.89835
BTC,2026-09-02 00:30:00,6828119.265,6855789.675,6824412.0,6842112.0,445.04268
BTC,2026-09-02 01:30:00,6842112.0,6856263.15,6835428.48,6854187.825,266.37627
BTC,2026-09-02 02:30:00,6854188.71,6860192.55,6807451.86,6833201.82,414.9871
BTC,2026-09-02 03:30:00,6833201.82,6846714.885,6817155.0,6838750.77,335.29844
BTC,2026-09-02 04:30:00,6838750.77,6870978.93,6833793.0,6853351.5,341.60079
BTC,2026-09-02 05:30:00,6853352.385,6859812.0,6826182.0,6833372.625,352.51719
BTC,2026-09-02 06:30:00,6833371.74,6847422.0,6789585.48,6816330.18,661.59711
BTC,2026-09-02 07:30:00,6816329.295,6844920.99,6809983.845,6843634.2,437.17945
BTC,2026-09-02 08:30:00,6843634.2,6884592.0,6842334.135,6864369.75,618.37453
BTC,2026-09-02 09:30:00,6864369.75,6868736.34,6840568.56,6864221.07,299.9271
BTC,2026-09-02 10:30:00,6864221.07,6881930.805,6853263.0,6872119.695,341.8285
BTC,2026-09-02 11:30:00,6872120.58,6878574.0,6855387.0,6868621.29,397.05137
BTC,2026-09-02 12:30:00,6868620.405,6882290.115,6856434.84,6856435.725,515.9071
BTC,2026-09-02 13:30:00,6856436.61,6862821.0,6792092.685,6801588.735,705.11459
BTC,2026-09-02 14:30:00,6801588.735,6818871.9,6768890.64,6792575.01,1036.05232
BTC,2026-09-02 15:30:00,6792575.01,6792713.955,6749364.0,6786257.88,924.89427
BTC,2026-09-02 16:30:00,6786257.88,6801112.605,6757506.0,6799345.26,641.75915
BTC,2026-09-02 17:30:00,6799344.375,6818871.9,6780132.795,6780328.38,581.91449
BTC,2026-09-02 18:30:00,6780327.495,6853759.485,6780327.495,6827421.0,812.83227
BTC,2026-09-02 19:30:00,6827421.0,6857865.0,6815406.24,6820378.17,555.40079
BTC,2026-09-02 20:30:00,6820378.17,6848661.0,6792198.885,6840074.73,824.93813
BTC,2026-09-02 21:30:00,6840073.845,6866007.0,6829677.75,6829677.75,1179.92404
BTC,2026-09-02 22:30:00,6829678.635,6850431.0,6810124.56,6848276.91,465.02159
BTC,2026-09-02 23:30:00,6848276.025,6860874.0,6840742.02,6847931.76,374.99513
BTC,2026-09-03 00:30:00,6847931.76,6851316.0,6825474.0,6844720.095,289.4138
BTC,2026-09-03 01:30:00,6844720.98,6860520.0,6832861.095,6850431.885,382.13526
BTC,2026-09-03 02:30:00,6850431.0,6852712.53,6835917.0,6839634.0,291.06451
BTC,2026-09-03 03:30:00,6839634.885,6839634.885,6816545.235,6817511.655,188.20028
BTC,2026-09-03 04:30:00,6817511.655,6847476.87,6815151.36,6844590.885,192.93523
BTC,2026-09-03 05:30:00,6844590.885,6849369.0,6812730.885,6820518.885,327.32527
